graduate_id,name,age,gender,degree,graduation_year,employed,company,salary,months_to_employment,skill
357,Clifford Mckinney MD,24,Female,Marketing,2024,True,Discovery,35671.0,7.0,Machine Learning
358,Larry Mendoza,35,Male,Information Systems,2025,False,,,,Excel
359,Jessica Perkins,29,Female,Information Systems,2023,True,Vodacom,50052.0,4.0,Machine Learning
360,Andrew Mahoney,30,Male,Data Science,2023,False,,,,Java
361,James Long,29,Female,Data Science,2023,True,Vodacom,38477.0,4.0,Cloud Computing
362,Mary White,33,Male,Data Science,2023,False,,,,Excel
363,Albert Fox,21,Female,Law,2025,True,Takealot,23559.0,9.0,Machine Learning
364,Timothy Norman,27,Male,Education,2025,False,,,,Excel
365,Jennifer Castillo,25,Male,Computer Science,2024,True,Standard Bank,38272.0,5.0,Excel
366,Gabriel Cook,34,Female,Data Science,2024,False,,,,Cloud Computing
367,Jeffrey Perez,29,Male,Civil Engineering,2023,False,,,,Python
368,John Hall,22,Female,Data Science,2025,False,,,,Java
369,Robert Jones,26,Male,Marketing,2025,False,,,,Python
370,Megan Joseph,22,Female,Education,2025,True,Takealot,34527.0,3.0,Java
371,Gregory Baker,30,Female,B Com Accounting,2024,False,,,,PowerBI
372,Calvin Goodman,26,Female,Computer Science,2025,True,Amazon,51335.0,9.0,Communication
373,Sarah Nelson,33,Female,Information Systems,2025,False,,,,SQL
374,John Taylor,24,Female,B Com Accounting,2024,False,,,,Machine Learning
375,William Johnson,26,Male,Computer Science,2023,False,,,,SQL
376,Steven Ibarra,22,Male,Information Systems,2025,True,Discovery,38246.0,7.0,Python
377,Ryan Lucas,24,Male,Civil Engineering,2023,False,,,,PowerBI
378,Audrey Ramirez,21,Male,Data Science,2023,True,Amazon,40207.0,5.0,Excel
379,Brandi Cohen,22,Female,Information Systems,2023,True,Discovery,27460.0,8.0,Excel
380,John Smith,29,Male,Marketing,2023,False,,,,Python
381,Valerie Day,23,Male,Civil Engineering,2024,False,,,,Excel
382,Luis Oconnell,23,Female,Civil Engineering,2024,False,,,,Python
383,Sean Ayala,21,Male,Information Systems,2025,False,,,,PowerBI
384,Lucas Murphy,27,Male,Law,2023,False,,,,Excel
385,Joanna Manning,33,Male,Law,2025,False,,,,PowerBI
386,Michael Harris,22,Male,Computer Science,2025,True,Takealot,16772.0,4.0,Python
387,Debra Bryan,21,Male,Computer Science,2023,False,,,,Machine Learning
388,Aaron Moreno,35,Female,B Com Accounting,2025,True,Amazon,39718.0,12.0,Machine Learning
389,Tonya Ramirez,35,Female,Law,2024,False,,,,Machine Learning
390,Tammy Brown,33,Male,Data Science,2025,True,Takealot,34381.0,5.0,Python
391,Michelle Whitehead,21,Male,Information Systems,2024,True,Standard Bank,29160.0,6.0,Excel
392,Mason Martin,31,Female,Information Systems,2025,False,,,,SQL
393,Justin Foster,22,Male,Computer Science,2023,False,,,,Machine Learning
394,Sherry Trujillo,25,Male,B Com Accounting,2024,False,,,,PowerBI
395,Kimberly Mcclure,25,Female,Information Systems,2024,True,Shoprite,29449.0,3.0,SQL
396,Victoria Ramos,31,Female,Education,2024,True,Takealot,23679.0,3.0,Cloud Computing
397,Amanda Buchanan,25,Female,Civil Engineering,2023,True,Standard Bank,33155.0,6.0,Communication
398,Thomas Powell,28,Female,Education,2024,False,,,,Cloud Computing
399,David Lowe,23,Female,Law,2025,False,,,,Excel
400,Carlos Elliott,32,Male,Marketing,2023,False,,,,SQL
401,Adrienne Clements,32,Male,Marketing,2025,True,Deloitte,27463.0,8.0,SQL
402,Randy Wolf,28,Female,Computer Science,2025,False,,,,Python
403,Kenneth Taylor,29,Female,Education,2024,False,,,,Java
404,Chad Williams,27,Male,Education,2025,False,,,,Java
405,Paul Jones,24,Female,Civil Engineering,2024,False,,,,Cloud Computing
406,Dawn Stewart,24,Female,Education,2025,False,,,,Java
407,Belinda Hickman,24,Male,Civil Engineering,2024,False,,,,SQL
408,Brent Ferguson,33,Male,Law,2025,True,Deloitte,38780.0,6.0,PowerBI
409,Tammy Garcia,27,Male,Marketing,2025,False,,,,Cloud Computing
410,Anna Blankenship,32,Male,Data Science,2024,False,,,,Communication
411,Alec Mcgee,26,Male,Information Systems,2025,True,Discovery,46156.0,12.0,Excel
412,Laura Dawson,30,Male,Computer Science,2025,True,Vodacom,35716.0,7.0,Java
413,Reginald Kelley,33,Male,Information Systems,2025,False,,,,Machine Learning
414,Teresa Moses,28,Female,Civil Engineering,2025,True,Takealot,26699.0,4.0,Cloud Computing
415,Robin Gutierrez,34,Male,Marketing,2023,False,,,,Communication
416,Dawn Little,31,Female,Computer Science,2025,False,,,,PowerBI
417,Bryce Hanson,23,Female,Law,2024,True,Standard Bank,35698.0,12.0,Java
418,Kimberly Ramos,28,Male,Education,2023,False,,,,Machine Learning
419,Vicki Stewart,22,Female,Law,2025,True,Discovery,18104.0,10.0,PowerBI
420,Becky Price,29,Female,Law,2024,False,,,,PowerBI
421,Cody Garcia,27,Male,B Com Accounting,2024,False,,,,SQL
422,Jared Mcclain,26,Female,Law,2023,True,Discovery,32460.0,12.0,SQL
423,Karen Russell,24,Female,Law,2024,False,,,,SQL
424,Lisa Stewart,33,Female,B Com Accounting,2024,True,Vodacom,23660.0,6.0,Java
425,Patrick Smith,35,Female,B Com Accounting,2024,False,,,,Excel
426,Barbara Stokes,32,Female,Education,2025,False,,,,Cloud Computing
427,Julie Richardson,26,Male,Civil Engineering,2024,False,,,,Cloud Computing
428,Brianna Greer,22,Female,Information Systems,2025,False,,,,Communication
429,Clinton Abbott,21,Female,Computer Science,2025,False,,,,PowerBI
430,James Smith,25,Male,Education,2025,False,,,,Excel
431,Gabriel Tran,29,Male,Data Science,2025,False,,,,Java
432,Sarah Villa,21,Male,Marketing,2023,False,,,,SQL
433,Andrew Fisher,33,Female,Education,2025,False,,,,PowerBI
434,Bryan Lozano,27,Female,Civil Engineering,2023,True,Shoprite,30207.0,1.0,Machine Learning
435,Hannah Chen,24,Female,Law,2023,False,,,,Communication
436,Matthew Gross,26,Male,Civil Engineering,2025,True,Amazon,33884.0,11.0,PowerBI
437,Ellen Foster,26,Male,Data Science,2023,True,Accenture,31775.0,8.0,Excel
438,Jeffery Cooper,26,Female,Data Science,2024,True,Capitec,25081.0,3.0,Cloud Computing
439,Tina Cantu,23,Female,Education,2025,False,,,,Python
440,Jessica Munoz,26,Male,Computer Science,2023,False,,,,Excel
441,Erica Hopkins,24,Male,Information Systems,2024,True,Accenture,43237.0,9.0,Python
442,Justin Donaldson,25,Male,Law,2024,True,Capitec,21740.0,1.0,Cloud Computing
443,Kyle Jones,26,Female,Education,2023,True,Amazon,56162.0,10.0,PowerBI
444,Michael Scott,35,Female,Marketing,2024,True,Standard Bank,55795.0,11.0,PowerBI
445,Kenneth Wise,21,Male,Data Science,2023,False,,,,Java
446,Cristian Martinez,32,Female,Computer Science,2024,True,Discovery,41799.0,9.0,Cloud Computing
447,Denise Hayden,32,Male,Law,2024,False,,,,Cloud Computing
448,Laura Hurst,23,Female,Data Science,2024,False,,,,Java
449,Jeffrey Smith,35,Female,Law,2025,True,Shoprite,22245.0,6.0,PowerBI
450,Elizabeth Molina,32,Female,B Com Accounting,2024,True,Discovery,56330.0,2.0,SQL
451,Julie Chen,33,Male,Civil Engineering,2025,False,,,,Machine Learning
452,Courtney Brock,27,Female,Data Science,2023,False,,,,Java
453,Samantha Duarte,28,Female,Marketing,2025,True,Accenture,33697.0,7.0,Java
454,Kelsey Colon,22,Female,B Com Accounting,2023,False,,,,PowerBI
455,Scott Johnson,22,Male,Computer Science,2025,True,Shoprite,43756.0,11.0,SQL
456,Melissa Mcintosh,25,Female,Computer Science,2023,True,Amazon,46848.0,10.0,Java
457,Margaret Chan,30,Female,B Com Accounting,2023,False,,,,Cloud Computing
458,Sylvia Hurley,25,Female,Marketing,2024,False,,,,Communication
459,Sophia Lewis,28,Male,Information Systems,2025,True,Amazon,58834.0,1.0,Python
460,Christian Paul,32,Male,Education,2025,True,Capitec,46496.0,8.0,Machine Learning
461,Zachary Valenzuela,21,Male,Education,2025,True,Shoprite,15967.0,10.0,Communication
462,Heidi Jones,21,Male,Law,2025,True,Accenture,30475.0,2.0,Python
463,Stephanie Diaz,27,Female,Computer Science,2023,False,,,,Python
464,David Ortega,22,Male,Law,2023,True,Amazon,32729.0,10.0,Python
465,Lori Tran,30,Male,Data Science,2023,False,,,,Java
466,Robert Acevedo,24,Male,Computer Science,2023,False,,,,Java
467,Kenneth Johnson,25,Female,Data Science,2025,True,Vodacom,34712.0,7.0,SQL
468,Christopher Sampson,25,Female,Marketing,2024,False,,,,Cloud Computing
469,John Morse,35,Male,Education,2024,True,Takealot,22666.0,11.0,Java
470,Jerry Molina,30,Female,Information Systems,2025,False,,,,Python
471,William Larson,32,Female,B Com Accounting,2025,False,,,,PowerBI
472,Veronica Miller,35,Female,Data Science,2023,True,Discovery,40383.0,3.0,Java
473,Anita Macias,23,Female,Civil Engineering,2025,False,,,,Python
474,Bryan Welch,35,Male,Computer Science,2024,True,Amazon,56455.0,11.0,SQL
475,Anthony Watts,22,Male,B Com Accounting,2023,True,Deloitte,33911.0,11.0,PowerBI
476,Christina Trevino,27,Female,B Com Accounting,2025,False,,,,Java
477,Tara Welch,29,Male,Education,2023,False,,,,Excel
478,Holly Hobbs,30,Male,Information Systems,2024,False,,,,Java
479,Vanessa Waters,24,Female,Civil Engineering,2024,False,,,,PowerBI
480,Zachary Robertson,22,Female,Law,2025,True,Standard Bank,20852.0,5.0,Cloud Computing
481,William Miller,28,Female,Law,2025,True,Discovery,49832.0,3.0,PowerBI
482,Deborah Parks,33,Female,B Com Accounting,2025,False,,,,Communication
483,Kristine Black,23,Male,Marketing,2025,True,Takealot,18878.0,8.0,Communication
484,Shelby Livingston,21,Male,Civil Engineering,2025,False,,,,PowerBI
485,Elizabeth Payne,28,Male,Data Science,2024,True,Shoprite,50715.0,11.0,Cloud Computing
486,Aaron Moss,31,Male,Law,2023,True,Vodacom,49028.0,9.0,PowerBI
487,Victoria Dawson,28,Male,Data Science,2023,False,,,,SQL
488,Dana Collins,34,Male,B Com Accounting,2023,False,,,,Python
489,Christopher Hawkins,23,Female,Law,2025,False,,,,Cloud Computing
490,Adam White,30,Female,B Com Accounting,2024,True,Shoprite,48187.0,2.0,Excel
491,Kevin Anderson,21,Female,Civil Engineering,2023,False,,,,Communication
492,Bryan Porter,34,Female,Information Systems,2024,True,Standard Bank,33694.0,9.0,SQL
493,Stephanie Sanders,24,Female,Education,2025,True,Standard Bank,27777.0,2.0,Excel
494,Janet Peterson,33,Male,Law,2024,True,Shoprite,15061.0,3.0,Python
495,Renee Gonzalez,24,Male,Law,2023,False,,,,Machine Learning
496,Brian Harris,27,Male,Information Systems,2025,True,Amazon,36826.0,6.0,Cloud Computing
497,Nicole Ashley,29,Female,Civil Engineering,2024,False,,,,Java
498,Jeffrey Hernandez,23,Female,Data Science,2023,True,Deloitte,21053.0,10.0,PowerBI
499,Diane Gallegos,33,Female,Information Systems,2024,False,,,,Java
500,Sherry Tucker,26,Female,Law,2025,False,,,,Java
501,Matthew Jones,23,Male,B Com Accounting,2024,True,Takealot,43732.0,6.0,Excel
502,Melissa Carpenter,28,Male,Civil Engineering,2023,True,Vodacom,27501.0,3.0,Python
503,Dawn Phillips,23,Male,Education,2024,False,,,,Python
504,Jeffrey Cruz,30,Male,Civil Engineering,2024,False,,,,Excel
505,Adam Garcia,26,Female,B Com Accounting,2024,False,,,,Communication
506,Michelle Krueger,25,Male,Data Science,2024,False,,,,Cloud Computing
507,Donna Davis,35,Female,Civil Engineering,2023,False,,,,Excel
508,Rebekah Boyd,22,Male,Law,2025,True,Takealot,16391.0,11.0,Excel
509,Francis Roman,26,Male,Computer Science,2025,True,Shoprite,18269.0,3.0,Machine Learning
510,Meagan Kelly,32,Female,Information Systems,2023,True,Vodacom,19066.0,5.0,SQL
511,Jennifer Jackson,24,Female,B Com Accounting,2023,False,,,,Python
512,Michael Zhang,28,Male,Education,2023,False,,,,PowerBI
513,Dennis Green,34,Male,Education,2023,True,Amazon,22354.0,12.0,Communication
514,Cristian Poole,34,Female,Education,2025,False,,,,Machine Learning
515,Olivia Khan,35,Male,Law,2023,False,,,,PowerBI
516,Mary Lambert,34,Female,Civil Engineering,2023,False,,,,SQL
517,Bradley Cameron MD,35,Male,Law,2023,True,Accenture,38446.0,7.0,PowerBI
518,Erik Ramirez Jr.,31,Female,Information Systems,2024,True,Shoprite,18422.0,7.0,Python
519,Tyler Brown,33,Female,Information Systems,2025,True,Standard Bank,24537.0,5.0,Machine Learning
520,Daniel Chang,23,Male,Civil Engineering,2023,False,,,,Excel
521,Roger Fisher,30,Female,B Com Accounting,2025,True,Standard Bank,52374.0,12.0,PowerBI
522,Victoria Gordon,26,Female,Law,2023,True,Capitec,44130.0,12.0,Java
523,Theresa Jackson,34,Female,Computer Science,2023,False,,,,Communication
524,Brandon Rogers,33,Male,Education,2025,True,Vodacom,59443.0,9.0,Python
525,James Lee,21,Male,Information Systems,2023,True,Discovery,37701.0,11.0,Communication
526,Kevin Johnson,29,Male,B Com Accounting,2023,False,,,,Cloud Computing
527,John Hanson,26,Male,Data Science,2024,True,Accenture,20243.0,11.0,Java
528,Erika Zimmerman MD,27,Male,Education,2024,True,Deloitte,33939.0,9.0,Python
529,Joseph Huang,24,Male,Information Systems,2025,True,Shoprite,54935.0,9.0,Communication
530,Michael Moreno,34,Female,Information Systems,2025,False,,,,SQL
531,Patricia York,25,Female,Law,2025,False,,,,Cloud Computing
532,Mr. Joshua Collins,31,Female,Computer Science,2024,False,,,,Machine Learning
533,Jacob Franklin,31,Female,Civil Engineering,2025,True,Discovery,16750.0,3.0,SQL
534,Joshua Taylor,31,Female,Marketing,2023,True,Accenture,34673.0,6.0,Excel
535,Ethan Sandoval,32,Female,Information Systems,2025,True,Amazon,21228.0,2.0,Python
536,Colton Mccarthy,28,Male,Data Science,2024,True,Amazon,32618.0,9.0,Cloud Computing
537,Molly Rivers,27,Female,B Com Accounting,2023,False,,,,Cloud Computing
538,Clinton Howard,23,Female,Education,2025,False,,,,PowerBI
539,Christopher George,27,Female,B Com Accounting,2023,True,Deloitte,18431.0,9.0,Machine Learning
540,Matthew Santos,24,Male,Marketing,2024,True,Deloitte,22871.0,9.0,PowerBI
541,Nicole Martinez,33,Female,Law,2023,True,Vodacom,40191.0,7.0,Excel
542,William Adkins,24,Male,Law,2023,False,,,,Java
543,Daniel Rodriguez,25,Female,Law,2023,False,,,,Cloud Computing
544,Keith Dudley,33,Male,B Com Accounting,2025,True,Vodacom,32656.0,12.0,Excel
545,Tammy Campbell,21,Female,Data Science,2023,False,,,,Excel
546,Joshua Klein,34,Female,Data Science,2024,False,,,,Cloud Computing
547,Abigail Lopez,23,Female,Law,2024,True,Amazon,17292.0,3.0,Python
548,Andrea Miller,32,Female,Computer Science,2025,True,Standard Bank,59512.0,11.0,SQL
549,Ryan Romero,24,Male,Information Systems,2023,True,Standard Bank,46128.0,11.0,Excel
550,Katherine White,33,Female,Information Systems,2023,False,,,,Python
551,Jacob Richardson,22,Female,Marketing,2025,False,,,,Machine Learning
552,Andrea Steele,21,Male,Law,2023,False,,,,Java
553,Leonard Barnes,28,Male,Computer Science,2023,False,,,,Machine Learning
554,Andrea Stevens,26,Female,Information Systems,2025,False,,,,PowerBI
555,Richard Ramirez,23,Male,B Com Accounting,2023,False,,,,Java
556,David Graham,31,Female,Marketing,2024,True,Shoprite,54368.0,3.0,Excel
557,Benjamin Cooper,28,Female,Computer Science,2025,True,Standard Bank,41806.0,4.0,SQL
558,Joseph Mills,32,Female,Law,2024,False,,,,Excel
559,Erika Moyer,34,Female,Computer Science,2024,True,Accenture,53869.0,7.0,Java
560,Mckenzie Cummings,34,Male,Law,2023,False,,,,Machine Learning
561,Dan Cook,34,Male,Education,2024,False,,,,PowerBI
562,Deborah Johnson,33,Female,Law,2024,False,,,,Machine Learning
563,Stephen Miller,21,Male,Law,2023,False,,,,Python
564,John Perez,27,Male,Data Science,2025,False,,,,Machine Learning
565,Kelly Young,33,Female,Marketing,2025,False,,,,SQL
566,Robert Robles,31,Male,Marketing,2023,False,,,,PowerBI
567,Maurice Nelson,31,Female,Education,2025,True,Standard Bank,35617.0,12.0,Excel
568,Scott Stone,24,Male,Computer Science,2024,True,Takealot,58739.0,10.0,PowerBI
569,Yolanda Mcdonald,23,Female,Marketing,2025,False,,,,Communication
570,Maria Grant,23,Female,Information Systems,2023,False,,,,Machine Learning
571,Daniel Hall,21,Male,Computer Science,2023,True,Standard Bank,38443.0,12.0,Java
572,Michael Swanson,25,Female,Civil Engineering,2025,True,Capitec,39255.0,10.0,Cloud Computing
573,Patricia Matthews,29,Female,Computer Science,2025,True,Amazon,43130.0,4.0,PowerBI
574,Kenneth Harris,23,Female,Information Systems,2023,True,Standard Bank,18173.0,3.0,PowerBI
575,Patricia Vargas,21,Female,Education,2025,True,Amazon,24129.0,8.0,Excel
576,Stephanie Rivera,27,Male,Law,2025,False,,,,Excel
577,Chris Fernandez,26,Male,Education,2025,False,,,,Python
578,Maria Mathews,26,Male,Civil Engineering,2024,False,,,,PowerBI
579,Teresa Baker DDS,31,Female,Computer Science,2024,False,,,,Python
580,Sarah Brown,27,Male,Marketing,2024,True,Amazon,30991.0,3.0,PowerBI
581,Emily Gray,24,Male,Education,2025,True,Vodacom,51785.0,8.0,SQL
582,Samantha Harrington,33,Female,Computer Science,2023,False,,,,Machine Learning
583,John Gomez,35,Female,B Com Accounting,2024,True,Standard Bank,37966.0,11.0,Python
584,Amy Caldwell,30,Male,Education,2024,True,Deloitte,17773.0,10.0,Java
585,Dawn Kline,30,Female,Information Systems,2024,False,,,,Machine Learning
586,Wendy Dudley,32,Female,Marketing,2025,False,,,,PowerBI
587,Michael Murillo,28,Male,Data Science,2025,False,,,,Java
588,Maria Hawkins,26,Male,Data Science,2024,False,,,,Communication
589,Ashley Shelton,33,Male,Education,2023,True,Takealot,26540.0,6.0,Cloud Computing
590,Kathryn Martinez,26,Female,Computer Science,2023,False,,,,SQL
591,William Hale,35,Male,Information Systems,2023,True,Vodacom,45274.0,6.0,Cloud Computing
592,Jennifer Garcia,23,Female,Civil Engineering,2023,False,,,,Cloud Computing
593,Patrick Salas,25,Male,Computer Science,2023,True,Standard Bank,35695.0,8.0,Python
594,Brenda Patel,30,Male,Computer Science,2024,True,Capitec,31771.0,7.0,Python
595,Lindsey Gutierrez,24,Female,Information Systems,2025,True,Amazon,22926.0,12.0,Excel
596,Rachel Little,23,Male,Data Science,2023,False,,,,Excel
597,Michael Johnson,24,Female,Data Science,2023,True,Amazon,38297.0,12.0,Java
598,Matthew Knight,32,Female,Law,2024,True,Vodacom,57850.0,3.0,Python
599,Donna Sandoval,22,Male,Civil Engineering,2024,False,,,,PowerBI
600,Brandy Smith,35,Male,Computer Science,2025,True,Standard Bank,37476.0,2.0,Java
601,Jacob Jones,27,Female,Civil Engineering,2025,False,,,,Communication
602,Tracy Brady,24,Male,Marketing,2023,False,,,,Excel
603,John Chung,34,Female,Marketing,2024,True,Capitec,47270.0,12.0,Cloud Computing
604,Adam West,32,Male,Computer Science,2024,True,Vodacom,32537.0,9.0,SQL
605,Paul Leonard,29,Female,B Com Accounting,2023,False,,,,PowerBI
606,Kathy Rivera,35,Female,Data Science,2025,True,Vodacom,26955.0,2.0,Machine Learning
607,Jonathan Henderson,22,Female,Information Systems,2024,False,,,,Communication
608,Brandon Young,31,Male,Computer Science,2024,True,Takealot,24358.0,11.0,PowerBI
609,Melissa Gonzalez,34,Male,Information Systems,2025,False,,,,Python
610,Kayla Hill,26,Male,Data Science,2023,False,,,,Java
611,David Curtis,32,Male,Information Systems,2025,True,Capitec,28125.0,4.0,Java
612,Kyle Holland,27,Male,Data Science,2024,True,Amazon,30415.0,5.0,Excel
613,David Smith,28,Male,Law,2023,True,Shoprite,23743.0,8.0,Python
614,Tyrone Willis,28,Male,Civil Engineering,2024,True,Standard Bank,39328.0,8.0,Excel
615,David Howell,31,Female,Data Science,2023,False,,,,PowerBI
616,Robert Lee,29,Male,Law,2023,True,Vodacom,16251.0,7.0,Cloud Computing
617,Anna Evans,21,Male,B Com Accounting,2024,True,Amazon,24355.0,6.0,PowerBI
618,Dr. Madison Miller,23,Male,Information Systems,2024,False,,,,Machine Learning
619,Pedro Fisher,29,Male,Computer Science,2023,False,,,,Communication
620,Timothy Leonard,24,Female,Data Science,2023,True,Shoprite,48779.0,5.0,Python
621,Mary Beard,28,Male,Education,2024,False,,,,Python
622,Jonathan Murphy,28,Male,B Com Accounting,2024,False,,,,Machine Learning
623,Roger Smith,30,Female,B Com Accounting,2023,True,Capitec,44156.0,4.0,Cloud Computing
624,Justin Schwartz,22,Male,Marketing,2024,False,,,,Excel
625,Michael Hart,24,Male,Civil Engineering,2023,False,,,,SQL
626,William Roth,25,Male,Law,2024,False,,,,Communication
627,Angela Martin,28,Female,Information Systems,2023,True,Takealot,58713.0,9.0,Excel
628,Morgan Adams,31,Female,B Com Accounting,2025,False,,,,Java
629,Renee Perry,31,Male,Civil Engineering,2023,True,Standard Bank,33130.0,8.0,Java
630,Jennifer Johnson,24,Male,Education,2024,True,Takealot,18398.0,4.0,Java
631,Katherine Hood,21,Male,Information Systems,2025,True,Discovery,16284.0,7.0,SQL
632,Barbara Walker,24,Female,Data Science,2023,True,Vodacom,33324.0,12.0,Python
633,Sierra Waters,28,Male,Education,2024,True,Capitec,44598.0,7.0,Excel
634,Mark Robertson,24,Male,Data Science,2025,True,Accenture,59188.0,4.0,Machine Learning
635,Jordan Hanna,33,Male,B Com Accounting,2025,False,,,,Cloud Computing
636,Robin Henderson,29,Female,B Com Accounting,2023,True,Deloitte,49163.0,7.0,Machine Learning
637,Debra Lewis,28,Male,Law,2025,False,,,,Excel
638,Jasmine Andrews,32,Male,Computer Science,2024,True,Takealot,35311.0,12.0,Cloud Computing
639,Melissa Morris,29,Female,Education,2025,False,,,,PowerBI
640,Melanie Holmes,28,Female,Education,2024,True,Vodacom,45813.0,6.0,Python
641,Cristian Townsend,31,Female,Marketing,2023,True,Deloitte,58648.0,10.0,Machine Learning
642,Cynthia Krause,29,Male,Computer Science,2025,True,Accenture,59206.0,6.0,Python
643,Deborah Morris,35,Female,Data Science,2024,True,Amazon,20915.0,10.0,Java
644,Antonio Smith,35,Female,B Com Accounting,2025,False,,,,Java
645,Kimberly Rodriguez,22,Male,Civil Engineering,2023,True,Vodacom,58194.0,5.0,SQL
646,Charles Aguilar,27,Female,Civil Engineering,2024,False,,,,SQL
647,Heather Vasquez,34,Female,Marketing,2025,True,Shoprite,27548.0,3.0,Excel
648,Nicholas George,23,Male,Information Systems,2023,False,,,,Excel
649,Jonathan Phillips,33,Male,Education,2025,True,Deloitte,40070.0,3.0,Machine Learning
650,Elizabeth Smith,31,Male,Computer Science,2023,False,,,,SQL
651,Jose Anderson,30,Female,B Com Accounting,2023,True,Accenture,44000.0,11.0,Cloud Computing
652,Michael Clements,25,Female,Information Systems,2023,False,,,,SQL
653,April Townsend,22,Female,Marketing,2023,False,,,,Java
654,Anna Johnson,30,Male,Education,2023,True,Discovery,20060.0,4.0,SQL
655,Zachary Jones,21,Female,Marketing,2025,False,,,,Cloud Computing
656,Jason Elliott,22,Male,Civil Engineering,2024,True,Accenture,36192.0,1.0,Cloud Computing
657,Kyle Diaz,33,Male,Law,2023,False,,,,Cloud Computing
658,Margaret Bean,30,Female,Information Systems,2023,True,Amazon,39420.0,3.0,PowerBI
659,Oscar Barnett,22,Male,Law,2025,False,,,,Machine Learning
660,Eric Jackson,34,Male,Computer Science,2023,False,,,,Excel
661,Scott Howe,23,Male,Data Science,2024,False,,,,PowerBI
662,Kimberly Smith,29,Male,Civil Engineering,2024,False,,,,PowerBI
663,Sally Terry,35,Male,Law,2025,False,,,,Java
664,Kevin Thomas,26,Female,Marketing,2023,False,,,,Communication
665,Angela Willis,29,Female,Data Science,2023,False,,,,Java
666,Roberta Wise,25,Female,Information Systems,2024,False,,,,Machine Learning
667,Christian Sellers,23,Female,Computer Science,2023,True,Amazon,53015.0,3.0,SQL
668,Carrie Tanner,34,Female,Computer Science,2025,True,Amazon,15860.0,3.0,Machine Learning
669,Corey Soto,25,Male,Civil Engineering,2025,True,Standard Bank,34468.0,4.0,SQL
670,James Williams,27,Female,Marketing,2024,True,Discovery,31040.0,1.0,SQL
671,Angela Manning,31,Female,Data Science,2023,False,,,,Machine Learning
672,Audrey James,25,Male,Data Science,2023,False,,,,Excel
673,Mr. Timothy Park IV,27,Male,Marketing,2024,False,,,,Cloud Computing
674,Joel Knapp,32,Male,B Com Accounting,2025,False,,,,Communication
675,Ronald Barron,28,Female,B Com Accounting,2025,True,Accenture,43128.0,12.0,Cloud Computing
676,David Davis,28,Male,Law,2023,True,Standard Bank,41465.0,2.0,Python
677,Alyssa Stewart,31,Male,Civil Engineering,2025,True,Capitec,24055.0,9.0,Cloud Computing
678,Jacqueline Hickman,32,Male,Marketing,2025,False,,,,Communication
679,Lisa Mcmahon,28,Female,Information Systems,2025,False,,,,Cloud Computing
680,Jacob Cunningham,28,Male,B Com Accounting,2024,False,,,,Communication
681,Mark Ray,29,Male,B Com Accounting,2024,False,,,,Cloud Computing
682,Sean Montoya,34,Male,Data Science,2023,True,Takealot,48578.0,9.0,Machine Learning
683,Jason Spencer,31,Female,Civil Engineering,2024,False,,,,Java
684,Steven Rodriguez,25,Male,Computer Science,2025,False,,,,Communication
685,William Walker,29,Male,B Com Accounting,2025,False,,,,PowerBI
686,Teresa Smith,28,Male,Information Systems,2024,True,Standard Bank,26385.0,11.0,Cloud Computing
687,Parker Wallace,22,Male,Marketing,2024,True,Deloitte,23912.0,7.0,PowerBI
688,Jonathan Shields,21,Female,Civil Engineering,2023,False,,,,Excel
689,Jordan Owen,24,Female,Education,2023,False,,,,PowerBI
690,Adam Brewer,28,Female,B Com Accounting,2025,True,Deloitte,37164.0,1.0,Excel
691,Jennifer Stout,27,Male,B Com Accounting,2023,True,Standard Bank,51448.0,7.0,PowerBI
692,Corey Johnson,33,Male,Computer Science,2025,True,Shoprite,31382.0,9.0,Python
693,Jamie Freeman,25,Female,Education,2025,True,Vodacom,47648.0,2.0,Machine Learning
694,Pamela Phelps,33,Female,Law,2025,True,Accenture,58687.0,7.0,Cloud Computing
695,Michael Logan,29,Female,Marketing,2023,True,Accenture,27254.0,10.0,Java
696,Jennifer Bennett,28,Male,Civil Engineering,2024,True,Deloitte,59564.0,3.0,SQL
697,Heidi Fitzgerald,21,Male,Information Systems,2023,True,Shoprite,18940.0,1.0,PowerBI
698,Brian Copeland,34,Male,Data Science,2024,True,Capitec,38541.0,11.0,Cloud Computing
699,Ashley Crawford,26,Female,Marketing,2024,False,,,,PowerBI
700,William Cohen,33,Female,Information Systems,2024,False,,,,Java
701,Allison Gutierrez,28,Female,Computer Science,2024,False,,,,Cloud Computing
702,Aaron Gray,24,Male,Education,2023,False,,,,Python
703,Gary Ingram,32,Female,B Com Accounting,2024,False,,,,PowerBI
704,Krista Reynolds,34,Male,Marketing,2023,False,,,,Excel
705,Donald Buchanan,24,Female,Data Science,2025,True,Accenture,47421.0,2.0,Cloud Computing
706,Mrs. Cynthia Cole,32,Male,Education,2025,False,,,,PowerBI
707,Michael Day,23,Female,Marketing,2025,False,,,,Python
708,Lindsay Ho,31,Female,Education,2025,False,,,,Java
709,Jacob Lopez,22,Male,Law,2024,True,Takealot,34036.0,8.0,Cloud Computing
710,Andrea Osborn,31,Female,Civil Engineering,2024,False,,,,PowerBI
711,Maria Manning,30,Female,Computer Science,2023,False,,,,Communication
712,Devin Garcia,34,Male,Marketing,2023,False,,,,Machine Learning
713,Mr. Bill Reed,29,Male,Civil Engineering,2025,False,,,,Java
